caseid,vote_intention_w1,vote_2020,news_interest,education,gender,race,hispanic,birthyr,party_id,ideology,voter_reg,weight,ai_skill_distinguish_devices,ai_skill_identify_tech,ai_skill_use_for_work,ai_skill_improve_efficiency,ai_skill_choose_solution,ai_skill_choose_app,ai_attitude_effective,ai_attitude_useful,ai_attitude_informative,ai_attitude_interesting,ai_attitude_important,ai_attitude_meaningful,ai_attitude_powerful,gpt4_knowledge,llm_knowledge,image_gen_knowledge,speech_rec_knowledge,ai_usage_freq,ai_detect_self,ai_detect_others,misinfo_percent,false_news_self,false_news_others,false_news_democrats,false_news_republicans,verification_major_outlets,verification_friends_family,verification_search_engine,verification_social_media,verification_other_sources,verification_fact_check,digital_term_adv_search,digital_term_pdf,digital_term_spyware,digital_term_wiki,digital_term_cache,digital_term_phishing,vote_intention_w2,age,age_18_29,age_30_44,age_45_64,age_65_plus,democrat,republican,trump_supporter,harris_supporter,political_interest,college,female,non_white,ideo5_very_liberal,ideo5_liberal,ideo5_moderate,ideo5_conservative,ideo5_very_conservative,ideo5_not_sure,registered_voter,gpt4_correct,llm_correct,image_gen_correct,speech_rec_correct,ai_knowledge_score,digital_term_knowledge_score,misinfo_third_person_gap,ai_detection_gap,misinfo_belief_score,ai_attitude_score,verification_outlets_regular,verification_friends_regular,verification_search_regular,verification_social_regular,verification_other_regular,verification_factcheck_regular,verification_behavior_score,ai_skill_score,ai_usage,ai_detection_self,ai_detection_others,misinfo_prevalence,false_news_gap,total_visits,untrustworthy_n_old,untrustworthy_flag_old,untrustworthy_n,untrustworthy_flag,ai_untrustworthy_n_old,ai_untrustworthy_flag_old,ai_untrustworthy_n,ai_untrustworthy_flag,hard_news_n,hard_news_flag,avg_ideology,facebook_n,twitter_n,youtube_n,google_n,fact_check_n,total_duration,untrustworthy_duration,ai_untrustworthy_duration,facebook_duration,twitter_duration,youtube_duration,google_duration,hard_news_duration,fact_check_duration,percentage_visits_untrustworthy,percentage_visits_ai_untrustworthy,percentage_time_untrustworthy,percentage_time_ai_untrustworthy,percentage_time_facebook,percentage_time_twitter,percentage_time_youtube,percentage_time_google,percentage_time_hard_news,percentage_time_fact_check,facebook_bin,twitter_bin,google_bin,hard_news_bin,total_visits_bin,facebook_flag,twitter_flag,youtube_flag,google_flag,fact_check_flag,fact_check_bin,ideology_bin,total_visits_7day,untrustworthy_n_7day,untrustworthy_flag_7day,ai_untrustworthy_n_7day,ai_untrustworthy_flag_7day,percentage_visits_untrustworthy_7day,percentage_visits_ai_untrustworthy_7day,total_accuracy,ai_accuracy,real_accuracy,dem_accuracy,rep_accuracy,discernment_score,untrustworthy_flag_pre,untrustworthy_flag_post,untrustworthy_n_pre,untrustworthy_n_post
1888513568,2,1,2,5,1,4,2,2001,2,2,1,0.957359242137824,5,5,4,5,2,4,5,5,5,6,5,5,6,5,3,3,4,1,2,2,16,0,10,0,100,5,4,3,4,4,4,4,4,1,1,1,1,1,23,1,0,0,0,1,0,0,1,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,10,0,8.666666666666666,5.285714285714286,1,1,0,1,1,1,5,4.166666666666667,1,2,2,16,10,103916,0,0,0,0,0,0,0,0,6164,1,-0.21582701896441503,188,24,2237,32504,0,681188,0,0,2153,57,49518,97972,46702,0,0,0,0,0,0.0031606546210444105,8.367734017628026e-5,0.07269358826050958,0.14382519950439526,0.06855963405109897,0,3,3,3,3,3,1,1,1,1,0,2,4,22956,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0,0,0,0
1888743636,1,2,2,4,1,1,2,1959,7,4,1,0.724730443665256,2,4,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,65,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,1.6666666666666667,1,1,1,1,0,2730,0,0,0,0,0,0,0,0,11,1,-0.11243333333333333,0,0,0,0,0,34415,0,0,679,0,1050,4660,1,0,0,0,0,0,0.019729768996077292,0,0.030509952055789626,0.13540607293331397,2.905709719599012e-5,0,1,2,1,1,2,0,0,0,0,0,2,6,393,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1888721246,1,2,1,2,1,1,2,1948,5,5,1,2.5143242172074,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,2,1,1,1,37,0,7,7,7,1,1,2,1,2,2,4,3,4,1,4,5,2,76,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.5,7,0,14.666666666666666,1,0,0,0,0,0,0,0,1.6666666666666667,1,1,1,37,7,1580,0,0,0,0,0,0,0,0,124,1,0.038716666666666656,2,0,0,294,0,152245,0,0,460,0,0,2381,49,0,0,0,0,0,0.003021445696081973,0,0,0.01563926565732865,3.2184965023481887e-4,0,2,2,3,3,2,1,0,0,1,0,2,9,426,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1888433506,2,1,3,6,1,1,2,1982,4,3,1,0.954243441449266,7,5,4,6,6,5,4,5,4,5,5,5,4,1,1,2,1,2,4,2,0,0,10,10,10,3,3,3,3,3,3,5,5,5,5,5,5,1,42,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,5,10,2,3.3333333333333335,4.571428571428571,0,0,0,0,0,0,0,5.5,2,4,2,0,10,19,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,283,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.04240282685512368,0,0,1,2,1,1,1,0,0,0,1,0,2,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1888535984,1,2,1,5,1,1,2,1966,4,4,1,0.539345704737846,7,7,5,4,5,4,5,5,3,3,2,5,4,5,4,4,1,1,4,2,10,5,20,50,10,1,1,3,1,5,1,5,5,5,5,5,5,2,58,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,15,2,11.666666666666666,3.857142857142857,0,0,0,0,1,0,1,5.333333333333333,1,4,2,10,15,10755,644,1,666,1,0,0,0,0,506,1,0.7461184322033898,0,0,0,0,0,192928,44129,0,4349,1156,1522,5290,38405,0,0.06192468619246862,0,0.2287329988389451,0,0.022542088240172498,0.005991872615690828,0.007888953391938961,0.027419555481837783,0.19906389948581854,0,1,2,1,3,3,0,0,0,0,0,2,10,1120,103,1,0,0,0.09196428571428572,0,1,1,1,1,1,0,1,1,563,103
1888184328,1,2,2,4,2,1,2,1950,5,2,1,0.497752884361985,7,3,4,3,5,5,4,5,6,6,6,6,5,5,4,3,1,3,2,2,23,2,500,100,10,2,3,4,2,4,4,5,4,4,3,3,5,2,74,0,0,0,1,0,1,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,4,498,0,175,5.428571428571429,0,0,1,0,1,1,3,4.5,3,2,2,23,498,399,0,0,0,0,0,0,0,0,8,1,-0.34474,8,0,13,66,0,16595,0,0,1237,0,491,3578,0,0,0,0,0,0,0.07454052425429346,0,0.029587225067791503,0.21560711057547455,0,0,2,2,2,1,1,1,0,1,1,0,2,2,114,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,0
1887793804,8,6,2,3,1,1,2,1959,5,5,2,0.985174860177345,7,4,4,4,4,4,6,6,6,6,5,5,6,1,3,1,3,3,2,1,2,0,75,50,20,2,1,3,2,3,4,3,5,4,3,5,4,9,65,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,75,1,25.666666666666668,5.714285714285714,0,0,0,0,0,1,1,4.5,3,2,1,2,75,3482,0,0,0,0,0,0,0,0,31,1,0.007444444444444414,51,3,37,1171,0,61448,0,0,73,21,423,1032,383,0,0,0,0,0,0.0011879963546413228,3.4175237599270926e-4,0.006883869287853144,0.016794688191641715,0.006232912381200365,0,3,3,3,2,2,1,1,1,1,0,2,9,650,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1888571850,1,6,2,4,2,1,2,2006,6,4,1,7.00016193720878,5,3,3,4,4,3,4,4,4,5,4,3,5,5,3,3,2,4,2,2,37,5,11,15,10,2,4,3,4,3,1,4,4,4,4,3,4,2,18,1,0,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,3.8333333333333335,6,0,17.666666666666668,4.142857142857143,0,1,0,1,0,0,2,3.6666666666666665,4,2,2,37,6,15939,8,1,8,1,0,0,0,0,583,1,0.2862483460559795,699,4882,297,1133,0,485709,589,0,32136,234629,6086,29592,16248,0,5.019135453918063e-4,0,0.0012126602554204267,0,0.066163072951088,0.48306496276577127,0.012530136357366242,0.060925368893720314,0.03345212874375397,0,3,3,3,3,3,1,1,1,1,0,2,10,3257,0,0,0,0,0,0,1,1,1,1,1,0,1,0,8,0
1887793780,1,2,2,4,2,1,2,1985,7,4,1,0.510780758016993,3,4,5,5,4,4,5,4,4,4,3,3,4,5,2,1,2,3,2,2,14,1,25,2,15,3,2,2,4,2,2,4,3,4,5,3,3,NA,39,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3.6666666666666665,24,0,13.333333333333334,3.857142857142857,0,0,0,1,0,0,1,4.166666666666667,3,2,2,14,24,1938,0,0,0,0,0,0,0,0,199,1,-0.31563500000000017,18,6,1,510,1,52501,0,0,258,49,28,7464,3189,28,0,0,0,0,0.004914192110626464,9.333155558941735e-4,5.333231747966706e-4,0.1421687205957982,0.06074170015809223,5.333231747966706e-4,2,3,3,3,2,1,1,1,1,1,3,2,579,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
1888349044,1,2,1,5,1,1,2,1965,7,5,1,0.83311253272373,7,4,3,3,5,4,3,4,4,4,5,4,5,5,4,2,2,1,2,2,11,2,5,20,10,5,4,5,3,5,3,4,4,5,3,1,5,2,59,0,0,1,0,0,1,1,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.6666666666666665,3,0,6,4.142857142857143,1,1,1,0,1,0,4,4.333333333333333,1,2,2,11,3,1351,0,0,0,0,0,0,0,0,41,1,0.058609090909090895,72,3,47,8,0,86511,0,0,11689,2,9850,2394,548,0,0,0,0,0,0.1351157656251806,2.3118447365074962e-5,0.11385835327299419,0.02767278149599473,0.00633445457803054,0,3,3,1,2,2,1,1,1,1,0,2,9,316,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0,0,0,0
1888292806,1,2,1,5,2,1,2,1937,7,5,1,1.03053498382711,3,3,1,3,5,3,6,4,2,3,3,4,6,5,3,4,1,1,3,2,0,0,100,150,5,3,1,5,2,3,3,5,5,5,3,5,5,2,87,0,0,0,1,0,1,1,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.666666666666667,100,1,33.333333333333336,4,0,0,1,0,0,0,1,3,1,3,2,0,100,1229,0,0,0,0,0,0,0,0,10,1,-0.084,862,0,0,23,0,43432,0,0,32727,0,0,538,1038,0,0,0,0,0,0.7535227482040892,0,0,0.012387179959476883,0.023899428992447964,0,3,2,2,1,2,1,0,0,1,0,2,7,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887540894,2,6,4,5,1,3,1,1997,3,3,1,1.86010792509785,6,4,1,1,5,1,5,5,5,5,5,5,6,5,3,2,2,1,4,2,0,0,10,10,10,1,1,1,1,1,1,3,5,3,5,4,5,9,27,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.166666666666667,10,2,3.3333333333333335,5.142857142857143,0,0,0,0,0,0,0,3,1,4,2,0,10,664,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,25,0,6569,0,0,7,0,8,121,0,0,0,0,0,0,0.0010656112041406607,0,0.001217841376160755,0.01841985081443142,0,0,2,1,2,1,1,1,0,1,1,0,2,NA,163,0,0,0,0,0,0,0.75,1,0.5,0.5,1,-0.5,0,0,0,0
1887730032,8,6,2,5,1,2,2,2003,6,4,2,0.587751154614631,7,5,5,5,5,6,5,5,5,7,5,6,7,2,1,3,2,6,4,3,14,3,7,5,12,5,4,5,5,3,3,4,5,4,4,5,3,NA,21,1,0,0,0,0,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,1,1,3,4.166666666666667,4,1,8,5.714285714285714,1,1,1,1,0,0,4,5.5,6,4,3,14,4,912,0,0,0,0,0,0,0,0,2,1,0.0503,0,0,0,0,0,28297,0,0,38,32,0,8072,211,0,0,0,0,0,0.001342898540481323,0.0011308619288263773,0,0.2852599215464537,0.007456620843198925,0,1,1,1,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1887373952,2,1,1,5,2,1,2,1982,1,1,1,0.648656837934317,7,4,4,4,1,1,7,7,5,7,5,5,4,5,3,3,2,7,1,1,0,0,50,8,100,3,1,5,1,3,3,5,5,5,5,3,5,NA,42,0,1,0,0,1,0,0,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,4.666666666666667,50,0,16.666666666666668,5.714285714285714,0,0,1,0,0,0,1,3.5,7,1,1,0,50,4461,0,0,0,0,0,0,0,0,112,1,-0.5240955882352941,0,0,0,0,0,136770,0,0,4433,0,466,2398,589,0,0,0,0,0,0.03241207867222344,0,0.0034071799371207137,0.017533084740805734,0.004306499963442276,0,1,1,1,2,2,0,0,0,0,0,2,1,1221,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1887814858,2,1,1,6,1,1,2,1981,1,3,1,1.07270976456134,6,6,2,1,6,3,2,4,4,4,4,5,4,1,1,3,2,1,4,2,1,1,5,2,15,4,2,3,3,4,4,5,5,5,5,5,5,NA,43,0,1,0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,1,1,1,1,1,4,5,4,2,2.3333333333333335,3.857142857142857,1,0,0,0,1,1,3,4,1,4,2,1,4,5007,0,0,0,0,0,0,0,0,760,1,-0.21519904761904762,248,12,49,1933,0,210545,0,0,21670,730,3906,69671,44219,0,0,0,0,0,0.10292336555130732,0.0034671922866845568,0.018551853522999835,0.3309078819254791,0.21002161058206084,0,3,3,3,3,3,1,1,1,1,0,2,4,1873,0,0,0,0,0,0,0.75,0.5,1,0.5,1,0.5,0,0,0,0
1887959400,8,6,4,4,2,1,2,1964,7,5,2,1.29769017858732,7,5,5,5,4,4,6,6,6,6,6,5,6,5,3,3,2,1,2,2,38,1,100,100,100,1,1,1,1,1,1,5,3,2,1,3,2,9,60,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2.6666666666666665,99,0,46.333333333333336,5.857142857142857,0,0,0,0,0,0,0,5,1,2,2,38,99,3751,0,0,0,0,0,0,0,0,3,1,NA,0,0,6,28,0,68874,0,0,0,0,223,748,0,0,0,0,0,0,0,0,0.0032377965560298518,0.010860411766414032,0,0,1,2,2,1,2,0,0,1,1,0,2,NA,1244,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1887817562,2,1,1,5,2,1,2,1958,1,2,1,0.967265071493883,7,4,1,1,4,4,5,5,4,6,6,6,5,4,4,3,2,1,4,2,18,2,6,3,10,2,2,3,3,4,4,5,5,5,5,5,5,NA,66,0,0,0,1,1,0,0,1,4,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,5,4,2,8.666666666666666,5.285714285714286,0,0,0,0,1,1,2,3.5,1,4,2,18,4,1965,0,0,0,0,0,0,0,0,25,1,-0.084,105,1,8,143,0,22810,0,0,727,13,109,1424,242,0,0,0,0,0,0.031871985971065324,5.699254712845243e-4,0.004778605874616397,0.06242875931608943,0.01060938185006576,0,3,3,2,2,2,1,1,1,1,0,2,7,487,0,0,0,0,0,0,0.5,1,0,0.5,0.5,-1,0,0,0,0
1887774872,1,2,3,3,1,1,2,1962,7,5,1,1.0616726825485,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,2,80,3,100,200,50,5,1,1,1,1,1,1,3,3,1,3,3,2,62,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,2.3333333333333335,97,0,61,1,1,0,0,0,0,0,1,2,1,2,2,80,97,2313,0,0,0,0,0,0,0,0,122,1,-0.17562,16,0,8,168,0,54120,0,0,791,0,171,2222,72,0,0,0,0,0,0.014615668883961567,0,0.0031596452328159644,0.04105691056910569,0.0013303769401330377,0,2,1,2,2,2,1,0,1,1,0,2,5,62,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1888815984,1,6,3,5,1,1,2,1957,5,4,2,0.87797351461731,7,5,3,3,3,3,3,3,4,2,2,3,4,5,3,3,2,1,4,3,20,0,26,100,0,1,3,3,3,3,1,5,5,5,5,5,5,NA,67,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,26,1,15.333333333333334,3,0,0,0,0,0,0,0,4,1,4,3,20,26,48,0,0,0,0,0,0,0,0,3,1,-0.084,0,45,0,0,0,748,0,0,0,502,0,0,246,0,0,0,0,0,0,0.6711229946524064,0,0,0.32887700534759357,0,1,3,1,1,1,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
1887577908,2,1,1,5,1,1,2,1985,1,1,1,1.0082252802559,7,5,4,5,4,5,5,6,4,7,7,6,6,1,1,3,2,3,4,3,5,2,7,4,10,4,1,4,1,3,4,5,5,5,5,5,5,1,39,0,1,0,0,1,0,0,1,4,1,0,0,1,0,0,0,0,0,1,1,1,1,1,4,5,5,1,4.666666666666667,5.857142857142857,1,0,1,0,0,1,3,5,3,4,3,5,5,3247,0,0,0,0,0,0,0,0,137,1,-0.32389,2,0,688,469,0,128626,0,0,340,0,30831,12492,3543,0,0,0,0,0,0.002643322500894065,0,0.23969492948548504,0.09711877847402547,0.027544975354904917,0,2,1,3,3,2,1,0,1,1,0,2,2,819,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1888694548,1,2,1,5,2,1,2,1952,6,3,1,0.605043824048974,6,5,2,2,6,4,4,4,4,4,4,4,4,5,3,1,2,1,4,3,20,2,5,5,5,4,4,4,1,4,3,5,5,5,5,5,5,NA,72,0,0,0,1,0,1,1,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,5,3,1,9,4,1,1,1,0,1,0,4,4.166666666666667,1,4,3,20,3,5512,0,0,0,0,0,0,0,0,133,1,0.76540101010101,341,9,3,898,0,130706,0,0,11618,132,25,17067,2035,0,0,0,0,0,0.08888650865300751,0.001009900081098037,1.9126895475341606e-4,0.13057549003106209,0.015569292916928068,0,3,3,3,3,3,1,1,1,1,0,2,10,1246,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0,0,0,0
1888840186,2,1,3,2,1,1,2,1967,2,3,1,0.698200924214941,5,4,1,1,1,1,1,1,1,1,1,1,1,5,4,3,2,1,3,3,39,7,4,4,4,2,2,2,2,2,3,4,4,4,3,4,3,1,57,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3.6666666666666665,-3,0,16.666666666666668,1,0,0,0,0,0,0,0,2.1666666666666665,1,3,3,39,-3,17203,0,0,0,0,0,0,0,0,41,1,-0.4523285714285714,6331,4,7,137,0,530394,0,0,204407,79,121,2119,304,0,0,0,0,0,0.3853870895975445,1.4894587796996194e-4,2.281322941058911e-4,0.003995143233143663,5.731588215552966e-4,0,3,3,2,2,3,1,1,1,1,0,2,1,4379,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1888402476,2,1,1,5,2,1,1,1995,1,2,1,1.80175220357128,7,5,6,7,6,5,6,7,7,7,5,4,6,5,1,3,2,2,4,2,25,5,6,6,10,5,2,2,2,4,3,5,5,3,4,4,5,1,29,1,0,0,0,1,0,0,1,4,1,1,1,0,1,0,0,0,0,1,0,1,1,1,3,4.333333333333333,1,2,12,6,1,0,0,0,1,0,2,6,2,4,2,25,1,9836,0,0,0,0,0,0,0,0,415,1,-0.5311604422604423,271,0,23,4705,1,362823,0,0,14358,0,3623,167834,29653,20,0,0,0,0,0.03957301494116966,0,0.0099855852578254415,0.4625781717256073,0.0817285563484123,5.512329703464224e-5,3,2,3,3,3,1,0,1,1,1,3,1,2053,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1887527830,2,1,2,6,1,1,2,1957,4,3,1,0.874452309610488,4,4,5,6,4,4,6,6,6,7,6,7,7,2,1,3,4,6,2,2,29,4,4,2,7,4,4,4,4,4,4,3,3,3,3,3,3,1,67,0,0,0,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,3,0,0,12.333333333333334,6.428571428571429,1,1,1,1,1,1,6,4.5,6,2,2,29,0,13791,0,0,0,0,0,0,0,0,905,1,-0.12625317460317464,176,5,818,606,0,292033,0,0,3938,39,78976,9602,16831,0,0,0,0,0,0.013484777405293238,1.3354655124592083e-4,0.2704351905435345,0.03287984577085466,0.05763389753897676,0,3,3,3,3,3,1,1,1,1,0,2,6,3402,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1888840108,1,2,1,4,1,4,2,1981,4,3,1,0.582535297338712,7,7,5,4,6,5,6,7,7,7,7,7,6,2,1,3,2,4,2,1,80,100,100,150,75,5,3,5,3,3,1,5,5,5,5,5,5,2,43,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,5,0,1,93.33333333333333,6.714285714285714,1,0,1,0,0,0,2,5.666666666666667,4,2,1,80,0,477,0,0,0,0,0,0,0,0,10,1,NA,19,0,6,16,0,5473,0,0,602,0,61,760,0,0,0,0,0,0,0.10999451854558744,0,0.011145623972227297,0.138863511785127,0,0,2,2,1,1,1,1,0,1,1,0,2,NA,105,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0,0,0,0,0
1887479354,1,2,2,5,2,1,2,1970,5,3,1,0.874933757786314,5,5,2,1,5,4,4,6,6,3,7,4,7,5,1,4,1,1,2,1,61,25,25,45,35,4,5,5,2,5,3,5,5,5,5,5,5,2,54,0,0,1,0,0,1,1,0,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,5,0,1,37,5.285714285714286,1,1,1,0,1,0,4,3.6666666666666665,1,2,1,61,0,8145,0,0,0,0,0,0,0,0,144,1,-0.24431111111111112,0,0,0,0,0,69104,0,0,466,44,3918,2185,299,0,0,0,0,0,0.00674345913405881,6.367214633016902e-4,0.05669715211854596,0.03161900902986803,0.00432681176198194,0,1,1,1,3,3,0,0,0,0,0,2,3,1781,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0,0,0,0,0
1887793764,1,2,2,6,1,4,2,1995,6,4,1,1.04307143691123,6,6,6,7,7,7,7,7,7,7,7,7,7,5,4,3,1,1,2,1,35,0,15,20,20,4,5,5,2,3,1,5,5,5,5,2,5,NA,29,1,0,0,0,0,1,1,0,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,4.5,15,1,16.666666666666668,7,1,1,1,0,0,0,3,6.5,1,2,1,35,15,1737,0,0,0,0,0,0,0,0,55,1,-0.26990000000000003,60,0,86,283,0,56695,0,0,1938,0,2793,8462,594,0,0,0,0,0,0.034182908545727135,0,0.04926360349237146,0.14925478437251963,0.010477114383984479,0,3,1,3,2,2,1,0,1,1,0,2,3,425,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1888851930,8,6,3,2,1,2,2,1973,3,1,2,1.21783270458126,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,4,2,3,5,5,49,2,2,2,0,3,3,3,3,3,3,5,5,5,5,5,5,NA,51,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,17.666666666666668,7,0,0,0,0,0,0,0,7,3,5,5,49,0,1923,0,0,0,0,0,0,0,0,84,1,-0.072091666666666665,0,0,0,0,0,80724,0,0,169,1607,1,577,347,0,0,0,0,0,0.002093553342252614,0.019907338585798524,1.2387889599127893e-5,0.007147812298696794,0.004298597690897379,0,1,2,1,2,2,0,0,0,0,0,2,8,264,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1888768120,7,2,1,4,2,1,2,1951,7,5,1,0.812079926349926,5,3,3,2,2,2,3,4,4,4,5,4,4,5,4,4,4,1,2,2,10,5,8,9,8,4,3,4,4,3,3,4,3,1,3,1,4,NA,73,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2.6666666666666665,3,0,7.666666666666667,4,1,0,1,1,0,0,3,2.8333333333333335,1,2,2,10,3,14328,19,1,30,1,0,0,0,0,3502,1,-0.0769843658892129,364,4,39,78,0,269972,1044,0,11717,96,462,934,31403,0,0.0020938023450586263,0,0.0038670676959092053,0,0.0434007971197013,3.5559243180774305e-4,0.0017112885780747632,0.003459618034462833,0.1163194701672766,0,3,3,2,3,3,1,1,1,1,0,2,8,3439,12,1,0,0,0.0034893864495492877,0,0.75,1,0.5,1,0.5,-0.5,1,1,18,11
1888869110,2,1,2,5,1,6,2,1964,1,3,1,0.800438324989691,5,4,5,5,2,5,5,7,7,6,7,6,6,4,1,4,2,5,4,2,30,5,25,20,40,3,2,4,2,4,4,5,5,5,5,5,5,1,60,0,0,1,0,1,0,0,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,1,2,5,20,2,20,6.285714285714286,0,0,1,0,1,1,3,4.333333333333333,5,4,2,30,20,33845,0,0,0,0,0,0,0,0,31,1,-0.12697,19,117,182,1764,0,961738,0,0,275,2815,13238,48468,946,0,0,0,0,0,2.85940661593906e-4,0.0029269925904976198,0.013764663557018648,0.05039626176775795,9.836358758830367e-4,0,2,3,3,2,3,1,1,1,1,0,2,6,7182,0,0,0,0,0,0,0.25,0.5,0,0,0.5,-0.5,0,0,0,0
1887796380,2,1,2,2,2,1,2,1962,1,2,1,1.20040210655707,5,3,3,3,1,1,4,3,2,5,5,4,1,5,4,3,2,1,2,2,41,2,1,1,5,3,3,2,1,1,1,2,2,3,1,1,3,1,62,0,0,1,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,1,2,2,-1,0,14.666666666666666,3.4285714285714284,0,0,0,0,0,0,0,2.6666666666666665,1,2,2,41,-1,374,0,0,0,0,0,0,0,0,9,1,-0.084,6,0,5,119,0,3410,0,0,18,0,69,994,62,0,0,0,0,0,0.005278592375366569,0,0.020234604105571846,0.29149560117302054,0.01818181818181818,0,2,2,2,1,1,1,0,1,1,0,2,7,27,0,0,0,0,0,0,0.75,1,0.5,1,0.5,-0.5,0,0,0,0
1888750696,1,2,1,2,2,1,2,1954,7,5,1,0.979255644156588,6,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,4,1,1,2,90,1,5,0,90,5,3,1,2,3,3,1,1,1,4,1,1,2,70,0,0,0,1,0,1,1,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1.5,4,-1,32,4,1,0,0,0,0,0,1,4.333333333333333,1,1,2,90,4,169,0,0,0,0,0,0,0,0,59,1,-0.3644909090909091,0,0,0,3,0,2768,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.001083815028901734,0,1,2,1,2,1,0,0,0,1,0,2,1,42,0,0,0,0,0,0,0.75,0.5,1,0.5,1,0.5,0,0,0,0
